Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status category,Status category changed
Release: Refuse a release that fails its pre-release checks,SCRUM-105,10133,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:13 AM,22/Sep/26 12:20 AM,,,,0,"{noformat}Related to user story H3

Replaces SCRUM-66 (deleted 2026-09-22 with its parent SCRUM-42). Planned for W10.

# The checks run before anything is produced — a failure means no release is created.
# Refuse on unreviewed items, incomplete provenance, superseded versions, or open disputes.
# Name the items that caused the refusal and why.
# Check against the recorded decisions, never against someone asserting that review happened.

Uses H4's canonical-value rule (SCRUM-37) to recognise superseded versions.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000m7:,W10,,2.0,,,,10045,SCRUM-17,Dataset Release & Export,To Do,22/Sep/26 12:13 AM
Release: Produce a manifest for every release,SCRUM-104,10132,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:13 AM,22/Sep/26 12:20 AM,,,,0,"{noformat}Related to user story H2

Replaces SCRUM-65 (deleted 2026-09-22 with its parent SCRUM-42). Planned for W10.

# The manifest carries item count, the guideline and source versions covered, when it was produced and by whom.
# Each item in the release points to its provenance record.
# The release's contents can be checked against the manifest independently.

Needs F1 (provenance pointers) and F2 (versions). Written only after H3's gate passes.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000lz:,W10,,2.0,,,,10045,SCRUM-17,Dataset Release & Export,To Do,22/Sep/26 12:13 AM
Dispute: Connect the dispute and arbitration screens,SCRUM-103,10131,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:12 AM,26/Sep/26 2:16 PM,,,,0,"{noformat}Related to user story E6

Replaces SCRUM-61 (deleted 2026-09-22 with its parent SCRUM-36). Planned for W10, alongside SCRUM-52's E6 part.

# The project dispute list, the individual dispute view and the arbitration view show real cases from the backend, scoped to what the viewer may see.
# Build or delete the three routes that return notFound() — /disputes/[id], /arbitration/[id] and /exports/[id] — and record which and why.
# Verify rather than rebuild: the task dispute and finalized desks already read live data.
# An action taken on these screens changes real state, and the change survives a refresh.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000lr:,W10,,2.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,22/Sep/26 12:12 AM
Release: Create an immutable release artefact,SCRUM-102,10130,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:10 AM,22/Sep/26 12:20 AM,,,,0,"{noformat}Related to user story H1

Replaces SCRUM-64 (deleted 2026-09-22 with its parent SCRUM-42). Planned for W9.

Today's export list is derived live from task status (project_exports_service.py) — nothing is ever written or frozen. There is no release object at all; this is the largest greenfield build in the project.

# A release record stores the items as they were at the moment of release.
# Later changes to the underlying items leave an existing release untouched.
# Each release has a stable identifier and an artefact that can be downloaded again unchanged.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000lj:,W9,,2.0,,,,10045,SCRUM-17,Dataset Release & Export,To Do,22/Sep/26 12:10 AM
Dispute: Detect reviewer disagreement automatically,SCRUM-101,10129,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:10 AM,24/Sep/26 4:26 PM,25/Sep/26 7:13 PM,,,0,"

{noformat}Related to user story E1

Replaces SCRUM-57 (deleted 2026-09-22 with its parent SCRUM-36). Planned for W9, with D7's sampling (SCRUM-51).

# Detect conflicting independent reviews on the same item and open a dispute without anyone reporting it — using the dispute record E3 defines in W8.
# The dispute shows both conflicting decisions and who made them.
# Disputed items are listed in one place, scoped to what the viewer may see.
# Disputed items are excluded from release until resolved.

Needs D7's second review and disagreement flag (SCRUM-51, W8) and D8's queues.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000lb:,"W8 Route work, record decision",,1.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,22/Sep/26 12:10 AM
Dispute: Keep the disagreement after the dispute is resolved,SCRUM-100,10128,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:07 AM,26/Sep/26 3:41 AM,23/Sep/26 6:52 PM,,,0,"Replace subtask 59

{noformat}Related to user story E4

Replaces SCRUM-59 (deleted 2026-09-22 with its parent SCRUM-36). Moved forward from W10 to W8 on 2026-09-21.

# Resolving a dispute adds a resolution record; it never deletes or overwrites the conflicting decisions.
# A resolved item's history still shows the original disagreement.
# Reports can tell a contested item from a unanimous one.
# A test proves that resolving a dispute deletes and overwrites nothing.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000l6:,"W8 Route work, record decision",,1.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,22/Sep/26 12:21 AM
Dispute: Record an expert adjudication as its own decision,SCRUM-99,10127,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:06 AM,26/Sep/26 3:41 AM,25/Sep/26 7:13 PM,,,0,"

{noformat}Related to user story E3

ONLY BACKEND

Replaces SCRUM-58 (deleted 2026-09-22 with its parent SCRUM-36). Moved forward from W10 to W8 on 2026-09-21.

Rescoped 2026-09-24 by the client's answer R2-1, which corrects the answer of 2026-09-17: an adjudication does NOT go back to a reviewer. It is final for that dispute.

Client answer: ""I would expect three expert actions: Accept: accept one of the existing judgements as the resolved answer. Return: none of the existing judgements is satisfactory; return the item, with a reason, to the normal open workflow for new annotation/review. The previous dispute remains in its lineage. Reject: reject the disputed result/dispute as a valid resolution. It does not proceed automatically to another review stage. The expert's adjudication is therefore final for that dispute. Only a Return reopens the item. Also, 'resolved' does not necessarily mean that one answer won. An item may be resolved as genuinely ambiguous/unresolved.""

# An adjudication is its own record, separate from the escalation that requested it. Today decide_escalation (app/api/routes/review_actions.py:497) writes the decision onto the escalation row itself (decision, decision_note, decided_by, decided_at).
# It references the task item, the dispute (escalation) and the conflicting decisions it resolves, with who decided and when.
# The outcome is one of accept, return or reject. It replaces decision: Literal[""finalize"", ""send_back""] (app/schemas/review_actions.py:71) and _map_escalation_decision_to_task_item_status (review_actions.py:128).
#* accept — names one of the existing judgements (an annotation id) as the resolved answer. The item is canonicalized through the adjudication, and the adjudication records which judgement it selected.
#* return — the item goes back to the normal open workflow for new annotation and review: not to the previous reviewer, and not only to the original annotator. The dispute stays in the item's lineage. Until SCRUM-110 (D9, the owner's reopen) lands, set the item back to open work directly; once it lands, call D9's path.
#* reject — the dispute is closed without a winner. The item is left unresolved and nothing follows automatically. SCRUM-100 records this as its own ""unresolved / ambiguous"" outcome.
# A reason is required for every outcome (client answer R2-4: the reason is part of the provenance record). note is optional today.
# The adjudication is final: an item whose dispute has been adjudicated cannot be sent to adjudication again for that dispute. Only a return reopens the item.
# The adjudicator may not have annotated or reviewed the disputed work (client answer R2-8). This extends the self-decision guard from SCRUM-86 (D1, issue 7), which stays in force on this path.
# expert_send_back: decide whether the status is still reached now that send_back becomes return, and update or remove ensure_expert_send_back_status (task_item_status_resolution.py) and its callers accordingly. Record the decision in the PR.
# Tests: each outcome produces its record and item status; an outcome without a reason is refused; an adjudicator who reviewed the item is refused; a second adjudication of the same dispute is refused; the conflicting decisions are still readable afterwards.

Collaboration:
- SCRUM-100 (E4, same week): the resolution adds and never overwrites; the reject outcome is its ""unresolved"" case. Can land in the same PR.
- SCRUM-110 (D9): return adopts the reopen path once it exists — agree the function.
- SCRUM-101 (E1, Yi, W8): opens this same dispute record automatically — agree its shape before W8 ends.
- SCRUM-103 (E6, Parth): the dispute desk (components/task-dispute-desk.tsx) still sends finalize / send_back and must switch to accept / return / reject with a required reason. Change the API and the desk in step, or keep the old values accepted until E6 lands.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000l5:,"W8 Route work, record decision",,1.5,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,22/Sep/26 12:21 AM
Provenance: Record the production history of every label,SCRUM-98,10126,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,22/Sep/26 12:05 AM,23/Sep/26 6:53 PM,23/Sep/26 6:53 PM,,,0,"Replace SCRUM-39 + subtask 62

{noformat}Related to user story F1

Replaces SCRUM-39 and its subtask SCRUM-62 (deleted 2026-09-22: Jira keeps a subtask in its parent's sprint, and F5 is planned for W11).

Add a provenance event record, distinct from AuditLogDB, and write an event at each decision point: source registered, AI suggested, human responded (accepted, modified, rejected or replaced), reviewed, disputed, adjudicated, released.

# Each event names the item, its kind, the actor (a person or an AI model — the AI is an author), the time, and the record it refers to.
# Events are written at the point of decision, never reconstructed afterwards, and are never edited or deleted.
# An item's events read back in order with actor and time.
# A refused or failed action writes no event.
# The submission event joins the draft-submission transaction (routes/drafts.py:267, commit=False).
# SCRUM-48's record_item_taken helper is moved onto this record.
# Tests fail on the old behaviour and pass now.

Out of scope: which version an export carries (client follow-up F1); actor-type correction and duplicate escalation entries (F4, SCRUM-40 and 41); supersession itself (F3).
Agree the schema and migration order with the other W8 schema changes on day one.
{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000n3:,W11,,2.0,,,,10044,SCRUM-16,Provenance & Audit History,To Do,22/Sep/26 12:21 AM
"enable custom task with user-defined instructions, output-type and schema",SCRUM-97,10125,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,20/Sep/26 4:31 PM,21/Sep/26 4:57 PM,,21/Sep/26 4:57 PM,,0,,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000kf:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,21/Sep/26 4:57 PM
Enable label list file upload,SCRUM-96,10124,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,20/Sep/26 4:31 PM,21/Sep/26 4:57 PM,,21/Sep/26 4:57 PM,,0,,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000k7:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,21/Sep/26 4:57 PM
Add definition settings to labels field,SCRUM-95,10123,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,20/Sep/26 4:31 PM,21/Sep/26 4:57 PM,,21/Sep/26 4:57 PM,,0,,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000jz:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,21/Sep/26 4:57 PM
Infrastructure: run on PostgreSQL while keeping SQLite working,SCRUM-94,10122,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Parth,712020:31379b73-52b1-497c-adec-f657d3cf3124,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,18/Sep/26 12:22 AM,20/Sep/26 7:03 PM,23/Sep/26 7:07 PM,20/Sep/26 7:03 PM,,0,"Related to user story C2

C2's job queue needs a second writer alongside the API, and SQLite serialises writers: a second
connection that tries to write gets ""database is locked"" after about 5 seconds (measured on
main). Moving to PostgreSQL removes that ceiling before the 1,000-item batch in W8 runs into it.

Scope, agreed 2026-09-17 and extended 2026-09-18:



# （Updated & Discussed with parth) Both databases keep working, and PostgreSQL is now the default everywhere, not only under Docker (changed 2026-09-19). With no DATABASE_URL set, the platform connects to PostgreSQL first and falls back to SQLite only when PostgreSQL is not available (the driver is not installed or the server cannot be reached), and logs at startup which database it is running on, so a fallback is never silent. compose.yaml starts PostgreSQL and points DATABASE_URL at it. An explicit DATABASE_URL always wins, so SQLite can still be chosen directly. The tests are unaffected: the shared fixture in item 7 still uses in-memory SQLite when DATABASE_URL is unset.
# Add the PostgreSQL driver as a dependency. The project has none today.
# Set the session time zone to UTC on connect. Every existing DateTime column is written with a timezone-aware datetime.now(UTC), which both drivers send as timestamptz; Postgres then converts it into the session's time zone when storing it in a column without one. Nothing fails — the times are simply wrong. This complements SCRUM-1's UtcDateTime column type rather than replacing it: the column type holds whatever the session is set to, so leave it in place.
# Document a setup path that does not need Docker — a native PostgreSQL install plus DATABASE_URL — alongside any compose service. Docker is optional in the README, and Docker Hub is blocked in at least one member's environment, so a compose service alone would leave them unable to run Postgres at all.
# Write down what happens to a schema change from now on. migrate_db_schema() returns early for anything that is not SQLite, so on Postgres there is no path for adding a column at all — create_all() only creates missing tables. Either adopt Alembic, or agree that dev databases are disposable and re-seeded on every schema change. Both are acceptable; leaving it unstated is not. This has to be settled before W8, when four groups change the schema.
# The suite passes on SQLite exactly as before, including after the test files move onto the shared fixture in item 7.
# Make the tests reach PostgreSQL, then run them in CI. The 10 test files that touch a database all hard-code an in-memory SQLite engine, so pointing DATABASE_URL at Postgres changes nothing and a Postgres CI job would pass without testing Postgres at all. Add a shared pytest fixture that takes the engine from DATABASE_URL (in-memory SQLite when unset) and isolates each test, move the 10 files onto it, and add a CI workflow that runs the backend suite on every push, once on SQLite and once against a PostgreSQL service container. Without it, Postgres compatibility can break silently from merge day; it is also the only way a member who cannot run Postgres locally sees their code run on it.



*Timing*: two merges. The first — the database.py changes, the driver, the UTC setting, the shared
fixture, the CI workflow and the item 5 decision — lands before W8, because it changes what every
other ticket runs on and four groups change the schema that week. If it slips past the weekend it
waits for the W9 boundary rather than landing mid-week. The second — moving the 10 test files
onto the fixture — touches tests only and may land early in W8.

*Not in scope*: moving production hosting, data migration of anyone's existing dev database
(re-seed instead), PR templates, CODEOWNERS or branch protection, and Alembic itself unless
item 5 chooses it.",,Jason Wang,Parth,712020:93390656-829d-45f1-9908-d965a5930c17,712020:31379b73-52b1-497c-adec-f657d3cf3124,,,,,,,,,{},,0|i000jr:,W7 Lock down review data,,3.0,,,"19/Sep/26 10:16 PM;712020:31379b73-52b1-497c-adec-f657d3cf3124;Clarified with [~accountid:712020:93390656-829d-45f1-9908-d965a5930c17], to make postgreSQL default option for all deployment options and fallback as SQLite",10111,SCRUM-83,Trustworthy Foundations,Done,20/Sep/26 7:03 PM
"Work queues: available-work list, progress and submission limit (WEB)",SCRUM-93,10121,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Kanishka Kathait,712020:53d02d47-8757-44b7-a5a5-b57a63b98fbe,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,16/Sep/26 1:27 AM,26/Sep/26 5:30 PM,26/Sep/26 5:30 PM,,,0,"{noformat}elated to user story D8

FRONTEND

Rescoped 2026-09-17: there is no assignment. No ""assign to"" controls, no assignee column, no reassignment UI. The screen shows what the viewer may take and how full an item already is.

Split 2026-09-26: this ticket is the available-work list. The item workspace panel (the ""X is annotating"" block, S10, refusals on submit, peers' answers in the panel) moved to SCRUM-114 (Hanchen). Choosing which submission to review is SCRUM-113 (mid-semester break). To keep the two branches apart, this ticket does not change components/task-item-workspace-sheet.tsx, lib/task-workspace-data.ts or lib/api/task-items.ts: opening an item from the list uses the panel as it is.

# An available-work list, filtered to what the viewer's role allows, with an item opening directly from it. Annotators read GET /tasks/{task_id}/work-queue/annotate, reviewers /work-queue/review, arbitrators /work-queue/adjudicate.
# Progress on each item reads as, for example, 2 of 3 — how many have submitted against how many the task requires.
# Annotate is greyed out once the item has as many submissions as the task requires. The annotate queue only returns items the viewer can take, so ask for the rest too: GET /tasks/{task_id}/work-queue/annotate?include_unavailable=true also returns the task's other unfinished items, each with can_annotate false. Grey Annotate out wherever can_annotate is false. The row says why: 3 of 3 submitted, has_ai_annotation, or submitted_by_you.
# The item shows how many people are working it and how many have submitted, so a viewer can see it is covered without opening it.
# Use the queue rows for the numbers. Each row is a WorkQueueItemRead: every TaskItemRead field, plus required_annotators, submitted_count (people only), working_count (people holding an unsubmitted draft), has_ai_annotation; on the annotate queue can_annotate, rework and submitted_by_you; and on the review queue awaiting_review_annotation_ids. ""2 of 3"" is submitted_count of required_annotators.
# AI-assisted items: when has_ai_annotation is true, the AI's first pass is done and the item is in review, not open for annotation (decision of 2026-09-25). Show it as AI-annotated rather than as ""0 of N"". An item whose AI run failed shows no AI annotation and fills up with people like a human-first item.
# Rework: work a reviewer returned or rejected comes back in its annotator's annotate queue, and only theirs (decision of 2026-09-26: reject means redo, like a return). Mark it as rework in the list; the row's rework field says so, with no extra request per row.
# working_count counts every pending draft with an author, including the draft a refused submission leaves behind. So a full item can show ""1 working"" when nobody is. Hiding ""working"" on a full item is enough for now.

Built on SCRUM-48's queue API: PR #33, with the fixes in PR #35 stacked on it. Neither is on main yet. Blocked by SCRUM-48. The include_unavailable parameter and the can_annotate, rework and submitted_by_you fields arrive with PR #35's commit of 2026-09-26.

Every limit shown here is enforced in the API as well — a greyed-out button is the display of the rule, not the rule.

The required count is of human submissions: the AI's annotation is not one of the 3 (client answer, 2026-09-21).{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:wt,"W8 Route work, record decision",,1.5,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,26/Sep/26 3:37 AM
Update the annotation editing page to ensure that the output results of MVP can be compatible with the existing interface of Hej.,SCRUM-92,10120,Subtask,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,14/Sep/26 1:40 PM,21/Sep/26 4:57 PM,,21/Sep/26 4:57 PM,,0,,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000jj:,W7 Lock down review data,,,,,,10034,SCRUM-6,AI-Provider: Integrate labeling_ai_assistnat_mvp as an AI provider,Done,21/Sep/26 4:57 PM
Project lifecycle: Create a project scoped to an organisation,SCRUM-91,10119,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:52 PM,22/Sep/26 12:57 AM,22/Sep/26 12:57 AM,,,0,"{noformat}Related to user story B1

Projects hold related work — the client's example is an ""Autonomous Driving""
project carrying several annotation and evaluation tasks. The capability
largely exists; what is missing is the organisation scoping and the proof of it.

I can create a project and see it listed in my organisation.

A project belongs to exactly one organisation and is visible only to that organisation's members.

I can open a project and see the tasks inside it.

Scope note worth putting on the ticket: this is hardening, not net-new. The work is confirming POST /organizations/{org_id}/projects scopes to the caller's org, a test that a project in org A is invisible to org B, and making project-create-form.tsx surface real validation errors. Pairs with SCRUM-45, which does update/archive on the same object.{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000jb:,,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",To Do,07/Sep/26 11:52 PM
"Organisation Management: Invite, remove and role-manage members",SCRUM-90,10118,Task,In Review,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Tim Chung,712020:2c5fbefd-b0d1-4404-a667-67013b327abe,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:37 PM,22/Sep/26 12:37 AM,24/Sep/26 4:24 PM,,,0,"{noformat}Related to user story J3

You cannot run governed review without the people who perform it. This is the
administrator-facing capability on top of the invitation flow.

# I can invite a person, see pending invitations, and remove a member.

# I can assign and change a member's role.

# A role change takes effect on what that person can actually do.

# As an invitee, I can see my pending invitations and accept one — G5's missing screen, added to this ticket's scope on 2026-09-14.


Issues 17, 18
Blocked by SCRUM-8 until the invitation flow works.{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:vx,W7 Lock down review data,,2.0,,,,10046,SCRUM-18,Organisation Management,In Progress,14/Sep/26 8:37 PM
Project: Overview of status and progress,SCRUM-89,10117,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Tim Chung,712020:2c5fbefd-b0d1-4404-a667-67013b327abe,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:36 PM,26/Sep/26 10:55 PM,26/Sep/26 1:22 AM,,,0,"{noformat}Related to user story J2

A starting point, not an analytics product.

Shows project status, item counts by state and basic workflow statistics.

Figures agree with the task and export screens.

Deliberately limited — the client asked that time not be spent making this comprehensive.

The one that will actually take effort is criterion 2: the figures have to reconcile with SCRUM-43 (B6/H5, aligning task completion and export readiness). Don't start this before SCRUM-43 settles the counting rule, or you'll implement it twice.{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i0001b:w8,Mid-semester Break,,2.0,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",To Do,07/Sep/26 11:36 PM
Organisation Management: Stable organisation identifier and URL,SCRUM-88,10116,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:35 PM,22/Sep/26 12:57 AM,22/Sep/26 12:57 AM,,,0,"{noformat}Related to user story J1

The client's one concrete requirement in this area is being able to refer to an
organisation unambiguously.

Each organisation has a unique identifier and URL that do not change.

An organisation can hold multiple accounts and use cases.

Keep it small — the backlog explicitly says so.{noformat}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000in:,,,,,,,10046,SCRUM-18,Organisation Management,To Do,07/Sep/26 11:35 PM
AI assist: Human-only and AI-first task modes,SCRUM-87,10115,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,07/Sep/26 11:34 PM,22/Sep/26 1:37 AM,22/Sep/26 1:37 AM,,,0,"{code:sql}Related to user story C4

Seeing the machine's answer first changes the answer people give. The code has
two modes; the client brief requires three.

I can select human-only, AI-first, or blind-then-reveal when setting up a task.

In blind-then-reveal the reviewer cannot see the AI suggestion until their own answer is recorded.

The mode in force is recorded against the item, so results from different modes can be compared later.

Test that the suggestion is absent from the API response before the human commits, not merely hidden in the UI. SCRUM-73 (I4, ""measure what AI assistance does to human judgement"") cannot produce a result unless this records the mode — worth linking them.{code}",,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},,0|i000if:,,,,,,,10041,SCRUM-13,Annotation & Human Judgement,To Do,07/Sep/26 11:34 PM
